63.4 	2.09250 
53.0 	2.22387 
49.5 	4.94345 
47.0 	9.86741 
44.0 	23.00048 
41.0 	6.67322 
38.0 	4.24079 
30.5 	1.03500 
16.0 	0.12728 
12.0	0

