    163.48002000    0.00000000
    143.94160500    0.00000000
    121.01825500    0.00000000
    101.74555500    0.00000000
     85.54212000   35.90358066
     71.35425500   39.76936156
     59.42587500   13.67307999
     49.96204000    3.09496466
     42.00536000    0.40624299
     35.31582000    0.06830928
     29.45840500    0.06264480
     24.53380500    1.33058289
     20.62668500    1.79667003
     17.48039000    1.09640392
     14.71863000    0.47052269
     12.76538000    0.29668886
     11.70485500    0.36321995
     10.30594000    0.73743323
      8.73392500    0.53289435
      7.29681500    0.33836163
      5.87991000    0.05903851
      4.72927500    0.00000000
      3.78185000    0.00000000
      3.03609000    0.00000000
      2.54875000    0.00000000
      2.14607000    0.00000000
      1.77327000    0.00000000
      1.43161500    0.00000000
      1.11445000    0.00000000
      0.81066500    0.00000000
      0.56792500    0.00000000
