154.7	0.09
141.85	0.15
130.1	0.22
119.3	0.27
109.4	0.32
100.33	0.39
91.98	0.49
84.35	0.63
77.35	0.82
70.93	1.08
65.045	1.45
59.645	1.88
54.695	2.41
50.155	2.95
45.99	3.49
42.175	3.97
38.675	4.36
35.465	4.61
32.52	4.71
29.82	4.75
27.345	4.71
25.075	4.58
22.995	4.37
21.085	4.16
19.335	3.97
17.73	3.83
16.26	3.74
14.915	3.68
13.675	3.66
12.54	3.59
11.5	3.48
10.545	3.27
9.67	2.95
8.865	2.55
8.13	2.1
7.455	1.67
6.835	1.29
6.27	0.98
5.75	0.73
5.27	0.55
4.83	0.41
4.43	0.3
4.065	0.24
3.73	0.15
1.785	0
