466.33 0.22
393.36 1.72
327.13 6.04
273.34 11.00
228.40 13.62
193.57 13.42
164.05 11.71
136.43 9.31
114.54 7.23
97.07 5.65
81.49 4.39
66.82 3.36
54.27 2.62
46.0  2.19
39.54 1.9
33.67 1.66
28.27 1.46
23.84 1.31
19.92 1.19
15.00 0.0
