     207.72099     0.14900
     187.39799     0.33300
     170.03999     0.75399
     157.16299     0.90999
     147.94600     0.90999
     134.31000     0.90999
     118.28000     1.06399
     108.63200     1.45999
     104.05700     2.06798
      94.82500     3.94796
      84.66080     7.78792
      76.00080    12.10588
      72.37590    17.59082
      66.87770    17.95982
      58.85350    13.66386
      54.35930     9.34191
      49.03860     4.51595
      45.74010     2.10198
      43.10690     1.14699
      38.93020     0.45500
      35.13590     0.29400
      33.27590     0.29300
      29.84800     0.23700
      20.0         0.00


%H60
