   212.00     8.94044E-15          
   210.18     7.84496E-02          
   208.38     3.46789E-01          
   206.59     1.02115E+00          
   204.82     2.37380E+00          
   203.06     4.59473E+00          
   201.32     7.58287E+00          
   199.60     1.08059E+01          
   197.89     1.33973E+01          
   196.19     1.45219E+01          
   194.51     1.38077E+01          
   192.84     1.15436E+01          
   191.18     8.50052E+00          
   189.55     5.52089E+00          
   187.92     3.16579E+00          
   186.31     1.60406E+00          
   184.71     7.18640E-01          
   183.13     2.84833E-01          
   181.56     9.99192E-02          
   180.00     3.10351E-02          
