592	.04	 
542.9	.18	 
497.8	.52	 
456.5	1.27	 
418.6	2.64	 
383.9	4.33	 
352	6.5	 
322.8	8.26	 
296	9.59	 
271.4	10.15	 
249.9	9.87	 
228.2	9.19	 
209.3	8.13	 
191.9	6.93	 
176	5.61	 
161.4	4.41	 
148	3.31	 
135.7	2.44	 
124.5	1.79	 
114.1	1.31	 
104.7	.95	 
95.96	.71	 
88	.53	 
80.7	.41	 
74	.31	 
67.86	.25	 
62.23	.22	 
57.06	.15	 
52.33	0.0	 
