    163.48002000    0.13419732
    143.94160500    0.23587446
    121.01825500    0.19831045
    101.74555500    0.16672849
     85.54212000    0.14017634
     71.35425500   28.49212197
     59.42587500   26.08394286
     52.02963500    8.43434901
     47.70710500    5.71794488
     42.34107000    7.74373151
     35.93377500    4.59567144
     30.94825500    2.38213914
     28.09720000    1.68078285
     24.96309500    4.21526753
     20.82276000    5.08335642
     17.62141000    2.72017805
     14.97617500    1.56445382
     11.99931500    0.41077346
      9.25025000    0.00000000
      7.35403500    0.00000000
      5.76218000    0.00000000
