   100.00     1.85893E-15          
    91.57     1.61404E-01          
    83.84     4.13234E-01          
    76.77     7.73650E-01          
    70.30     1.25518E+00          
    64.37     1.86098E+00          
    58.94     2.58158E+00          
    53.97     3.39271E+00          
    49.42     4.25516E+00          
    45.25     5.11691E+00          
    41.43     5.91787E+00          
    37.94     6.59649E+00          
    34.74     7.09751E+00          
    31.81     7.37933E+00          
    29.13     7.41978E+00          
    26.67     7.21914E+00          
    24.42     6.79973E+00          
    22.36     6.20231E+00          
    20.47     5.47999E+00          
    18.75     4.69087E+00          
    17.17     3.89078E+00          
    15.72     3.12736E+00          
    14.39     2.43620E+00          
    13.18     1.83938E+00          
    12.07     1.34608E+00          
    11.05     9.54844E-01          
    10.12     6.56547E-01          
     9.26     4.37604E-01          
     8.48     2.82739E-01          
     7.77     1.77086E-01          
     7.11     1.07519E-01          
     6.51     6.32829E-02          
     5.96     3.61072E-02          
     5.46     1.99714E-02          
     5.00     1.07086E-02          
