   125.00     2.37601E-14          
   122.86     1.15841E-01          
   120.75     4.89230E-01          
   118.68     1.37528E+00          
   116.65     3.04988E+00          
   114.65     5.62748E+00          
   112.68     8.84674E+00          
   110.75     1.20001E+01          
   108.85     1.41514E+01          
   106.99     1.45794E+01          
   105.15     1.31659E+01          
   103.35     1.04463E+01          
   101.58     7.29523E+00          
    99.84     4.49006E+00          
    98.13     2.43811E+00          
    96.44     1.16896E+00          
    94.79     4.95192E-01          
    93.17     1.85444E-01          
    91.57     6.14200E-02          
    90.00     1.79982E-02          
