437.55	0.52
401.25	1.29
367.95	2.59
337.4	4.25
309.4	6.37
283.7	8.14
260.15	9.51
238.55	10
218.75	9.54
200.6	8.6
183.95	7.16
168.7	5.86
154.7	4.68
141.85	3.73
130.1	2.99
119.3	2.43
109.4	2.01
100.33	1.68
91.98	1.43
84.35	1.22
77.35	1.06
70.93	0.91
65.045	0.79
59.645	0.67
54.695	0.57
50.155	0.48
45.99	0.4
42.175	0.32
38.675	0.26
35.465	0.22
32.52	0.19
29.82	0.13
14.265	0
