    80.00     6.63365E-17         
    75.25     1.57589E-02         
    70.79     5.22994E-02         
    66.59     1.25225E-01          
    62.64     2.56377E-01          
    58.92     4.73343E-01          
    55.43     8.06981E-01          
    52.14     1.28651E+00          
    49.05     1.93233E+00          
    46.14     2.74763E+00          
    43.40     3.71073E+00          
    40.82     4.77071E+00          
    38.40     5.84867E+00          
    36.12     6.84583E+00          
    33.98     7.65781E+00          
    31.96     8.19245E+00          
    30.07     8.38695E+00          
    28.28     8.22008E+00          
    26.61     7.71591E+00          
    25.03     6.93853E+00          
    23.54     5.97887E+00          
    22.15     4.93773E+00          
    20.83     3.90896E+00          
    19.60     2.96672E+00          
    18.43     2.15883E+00          
    17.34     1.50636E+00          
    16.31     1.00794E+00          
    15.34     6.46793E-01          
    14.43     3.98053E-01          
    13.58     2.34952E-01          
    12.77     1.33013E-01          
    12.01     7.22271E-02          
    11.30     3.76189E-02          
    10.63     1.87940E-02          
    10.00     9.00637E-03          
