   360.86     4.19874E+00          
   335.78     5.21618E+00          
   312.44     6.16675E+00          
   290.72     6.97101E+00          
   270.51     7.55900E+00          
   251.71     7.88019E+00          
   234.21     7.91076E+00          
   217.93     7.65647E+00          
   202.78     7.15088E+00          
   188.68     6.44923E+00          
   175.57     5.61958E+00          
   163.36     4.73290E+00          
   152.01     3.85404E+00          
   141.44     3.03517E+00          
   131.61     2.31214E+00          
   122.46     1.70403E+00          
   113.95     1.21515E+00          
   106.03     8.38521E-01          
    98.66     5.59972E-01          
    91.80     3.61921E-01          
    85.42     2.26402E-01          
    79.48     1.37083E-01          
    73.96     8.03409E-02          
    68.82     4.55778E-02          
    64.03     2.50289E-02          
    59.58     1.33048E-02          
    55.44     6.84642E-03          
    51.59     3.41042E-03          
    48.00     1.64455E-03          
